"yyyymmdd","Mkt-RF","SMB","HML","RF"
"19800509",   -0.14,    1.84,    1.15,   0.202
"19800516",    2.41,    0.70,   -1.14,   0.202
"19800523",    2.90,   -0.63,   -0.35,   0.202
"19800530",    0.43,   -0.35,    0.21,   0.202
"19800606",    1.84,    0.25,   -0.92,   0.152
"19800613",    2.31,   -0.34,   -0.43,   0.152
"19800620",   -1.34,    0.82,    0.77,   0.152
"19800627",    1.70,    0.22,   -0.49,   0.152
"19800703",    1.09,    0.42,   -1.07,   0.132
"19800711",    0.53,    1.33,   -0.54,   0.132
"19800718",    3.23,    0.92,   -2.05,   0.132
"19800725",   -0.96,    1.01,   -0.29,   0.132
"19800801",    0.69,    1.81,   -1.68,   0.159
"19800808",    2.02,    0.25,   -1.13,   0.159
"19800815",    1.78,    0.58,   -1.03,   0.159
"19800822",    0.61,    0.32,   -0.41,   0.159
"19800829",   -2.42,    1.64,    0.42,   0.159
"19800905",    2.18,    0.57,   -0.46,   0.188
"19800912",    0.72,    2.06,   -1.84,   0.188
"19800919",    2.73,    0.16,   -2.67,   0.188
"19800926",   -2.51,   -1.19,    0.06,   0.188
"19801003",    2.16,   -0.81,   -2.53,   0.237
"19801010",    0.86,    1.41,   -0.95,   0.237
"19801017",    0.46,   -0.34,   -0.24,   0.237
"19801024",   -1.44,    0.73,    0.93,   0.237
"19801031",   -2.06,    0.55,    0.03,   0.237
"19801107",    1.07,   -1.03,   -2.05,   0.238
"19801114",    5.93,   -1.75,   -3.22,   0.238
"19801121",    1.44,   -0.14,   -2.47,   0.238
"19801128",    0.86,   -0.30,   -0.04,   0.238
"19801205",   -4.60,    2.23,    0.93,   0.325
"19801212",   -4.31,   -2.59,    2.12,   0.325
"19801219",    3.34,   -0.98,    0.61,   0.325
"19801226",    1.69,    0.24,    0.12,   0.325
"19810102",   -0.03,    1.20,   -0.28,   0.258
"19810109",   -2.68,    0.05,    3.72,   0.258
"19810116",    0.94,    0.73,   -0.39,   0.258
"19810123",   -3.37,    1.59,    0.98,   0.258
"19810130",   -0.54,    0.42,    1.77,   0.258
"19810206",    0.74,   -0.31,    0.54,   0.266
"19810213",   -2.79,    1.20,    1.61,   0.266
"19810220",   -0.84,   -0.65,    0.48,   0.266
"19810227",    3.59,   -0.67,   -1.72,   0.266
"19810306",   -0.81,    1.87,    0.70,   0.301
"19810313",    2.17,   -1.06,    0.32,   0.301
"19810320",    0.89,    1.68,    1.36,   0.301
"19810327",    0.45,    0.79,   -1.57,   0.301
"19810403",    0.66,    1.26,    0.24,   0.268
"19810410",   -0.43,    1.47,    0.90,   0.268
"19810416",   -0.23,    0.88,    0.25,   0.268
"19810424",    0.18,    1.19,    0.25,   0.268
"19810501",   -1.87,   -0.18,    0.09,   0.287
"19810508",   -0.77,   -0.66,   -0.54,   0.287
"19810515",    0.35,    0.10,    1.19,   0.287
"19810522",   -0.18,    1.34,   -0.67,   0.287
"19810529",    0.84,    1.15,    0.02,   0.287
"19810605",   -0.75,   -0.01,    0.93,   0.335
"19810612",    0.82,   -0.13,    1.80,   0.335
"19810619",   -1.30,   -0.36,    2.09,   0.335
"19810626",    0.01,   -0.06,   -0.03,   0.335
"19810702",   -3.29,    0.23,    0.82,   0.309
"19810710",    0.01,   -1.36,    0.04,   0.309
"19810717",    0.79,   -0.21,   -0.89,   0.309
"19810724",   -2.09,   -0.60,    0.34,   0.309
"19810731",    1.58,   -0.44,   -0.62,   0.309
"19810807",    0.76,   -0.95,   -0.22,   0.319
"19810814",    0.29,   -0.42,    0.09,   0.319
"19810821",   -2.82,    0.23,    1.66,   0.319
"19810828",   -4.26,   -0.93,    2.63,   0.319
"19810904",   -3.69,   -0.05,    2.15,   0.310
"19810911",    0.82,   -1.18,   -0.09,   0.310
"19810918",   -4.56,    0.75,    3.49,   0.310
"19810925",   -3.98,   -2.29,    3.44,   0.310
"19811002",    5.79,   -0.07,   -5.15,   0.300
"19811009",    2.07,    1.92,   -1.79,   0.300
"19811016",   -1.85,    1.22,    1.32,   0.300
"19811023",   -0.59,    0.37,   -0.70,   0.300
"19811030",    2.46,   -1.26,   -1.06,   0.300
"19811106",    1.23,    0.72,   -0.24,   0.266
"19811113",   -0.90,    0.26,    3.48,   0.266
"19811120",    0.03,   -1.14,    0.47,   0.266
"19811127",    2.11,   -0.56,   -1.03,   0.266
"19811204",    0.50,   -0.15,   -0.76,   0.218
"19811211",   -1.24,    0.15,    0.00,   0.218
"19811218",   -0.92,    0.31,   -0.57,   0.218
"19811224",   -1.10,    0.44,    0.81,   0.218
"19811231",   -0.24,    0.19,    0.40,   0.218
"19820108",   -2.49,    0.79,    2.87,   0.198
"19820115",   -3.07,    0.04,    1.02,   0.198
"19820122",   -1.06,   -0.11,    1.48,   0.198
"19820129",    3.45,   -2.10,   -2.35,   0.198
"19820205",   -1.88,    1.71,    1.24,   0.230
"19820212",   -2.68,   -0.58,    2.75,   0.230
"19820219",   -1.09,    0.04,   -0.30,   0.230
"19820226",   -0.28,   -0.52,    2.48,   0.230
"19820305",   -3.43,   -0.54,    6.43,   0.244
"19820312",   -1.37,   -1.47,    1.91,   0.244
"19820319",    1.66,    0.35,   -2.70,   0.244
"19820326",    1.39,    1.11,   -2.00,   0.244
"19820402",    2.31,   -0.34,   -2.38,   0.281
"19820408",    0.84,    0.46,   -0.88,   0.281
"19820416",    0.39,    0.27,   -0.11,   0.281
"19820423",    1.22,   -0.02,    0.08,   0.281
"19820430",   -1.84,    1.53,    0.06,   0.281
"19820507",    2.52,   -1.09,   -0.29,   0.264
"19820514",   -1.03,    0.96,   -0.15,   0.264
"19820521",   -2.91,   -0.21,    1.62,   0.264
"19820528",   -2.47,    0.48,    0.59,   0.264
"19820604",   -1.88,   -0.02,    0.66,   0.238
"19820611",    0.59,   -1.15,   -0.18,   0.238
"19820618",   -3.64,    0.84,    2.13,   0.238
"19820625",    1.42,    0.01,   -1.84,   0.238
"19820702",   -1.21,    0.70,    1.15,   0.262
"19820709",    0.40,   -0.98,   -0.24,   0.262
"19820716",    1.60,   -0.79,   -1.44,   0.262
"19820723",   -0.04,    0.96,    0.14,   0.262
"19820730",   -3.64,    0.75,    0.63,   0.262
"19820806",   -2.75,    0.58,    2.82,   0.190
"19820813",   -0.53,   -2.66,    2.67,   0.190
"19820820",    8.10,   -2.83,   -0.01,   0.190
"19820827",    4.35,    1.67,   -3.91,   0.190
"19820903",    4.34,   -1.46,   -1.48,   0.128
"19820910",   -1.04,    1.77,    0.27,   0.128
"19820917",    1.34,    0.25,   -0.83,   0.128
"19820924",    0.63,    0.13,    0.08,   0.128
"19821001",   -1.04,    0.62,    1.38,   0.147
"19821008",    7.00,   -2.23,   -1.36,   0.147
"19821015",    2.03,    2.07,   -0.72,   0.147
"19821022",    3.97,    0.73,   -1.89,   0.147
"19821029",   -3.10,    2.02,    0.57,   0.147
"19821105",    6.49,    0.17,   -0.91,   0.158
"19821112",   -0.94,    3.66,   -0.44,   0.158
"19821119",   -1.72,    0.65,    0.82,   0.158
"19821126",   -1.39,    1.15,   -0.03,   0.158
"19821203",    2.57,    0.16,   -1.98,   0.168
"19821210",    0.14,   -0.42,   -0.48,   0.168
"19821217",   -1.85,   -0.89,    1.23,   0.168
"19821223",    1.32,   -0.24,   -0.41,   0.168
"19821231",    0.63,    0.23,    0.21,   0.168
"19830107",    3.08,    0.02,    0.70,   0.171
"19830114",    1.30,    1.58,   -0.54,   0.171
"19830121",   -1.76,    0.77,    0.10,   0.171
"19830128",    0.36,    0.35,   -0.72,   0.171
"19830204",    1.43,    0.51,    0.36,   0.154
"19830211",    1.09,    1.33,   -0.31,   0.154
"19830218",    0.51,    1.17,   -0.86,   0.154
"19830225",    1.11,   -0.83,    0.64,   0.154
"19830304",    2.32,   -0.26,    1.40,   0.158
"19830311",   -1.32,    1.89,    0.80,   0.158
"19830318",   -1.02,    0.40,    1.04,   0.158
"19830325",    1.80,    0.44,   -0.42,   0.158
"19830331",   -0.05,   -0.02,   -0.36,   0.158
"19830408",   -0.43,   -0.34,    1.51,   0.178
"19830415",    3.81,    0.55,   -1.10,   0.178
"19830422",    1.07,    1.05,    0.08,   0.178
"19830429",    2.07,   -0.68,    0.08,   0.178
"19830506",    1.55,    1.66,   -0.29,   0.172
"19830513",   -0.28,    2.09,   -0.01,   0.172
"19830520",   -1.33,    0.89,   -0.60,   0.172
"19830527",    1.81,    1.06,   -0.74,   0.172
"19830603",   -0.06,    0.65,   -0.90,   0.166
"19830610",   -0.60,    1.45,   -0.69,   0.166
"19830617",    3.50,   -0.18,   -1.25,   0.166
"19830624",    0.73,    0.20,   -1.45,   0.166
"19830701",   -1.24,   -0.27,    0.89,   0.185
"19830708",   -1.11,    0.87,    1.03,   0.185
"19830715",   -1.95,    0.31,    1.95,   0.185
"19830722",    2.41,   -0.67,   -1.01,   0.185
"19830729",   -3.97,    0.68,    3.64,   0.185
"19830805",   -1.03,   -1.69,    1.38,   0.190
"19830812",    0.16,   -0.97,    0.93,   0.190
"19830819",    0.70,   -0.36,    1.59,   0.190
"19830826",   -1.57,   -0.42,    2.19,   0.190
"19830902",    1.73,   -0.39,   -1.35,   0.190
"19830909",    1.32,    0.41,    0.54,   0.190
"19830916",   -0.81,   -0.02,    0.75,   0.190
"19830923",    1.89,   -0.68,   -0.36,   0.190
"19830930",   -2.10,    0.46,    0.79,   0.190
"19831007",    2.20,   -2.14,   -1.07,   0.190
"19831014",   -1.12,   -0.50,    2.14,   0.190
"19831021",   -2.84,   -0.20,    2.78,   0.190
"19831028",   -1.58,   -0.46,    0.54,   0.190
"19831104",   -0.56,   -0.45,    0.92,   0.175
"19831111",    1.97,   -0.89,   -1.12,   0.175
"19831118",   -0.13,    1.95,   -1.07,   0.175
"19831125",    1.08,   -0.04,    1.35,   0.175
"19831202",   -1.00,    1.26,    0.72,   0.181
"19831209",   -0.48,   -0.22,    0.76,   0.181
"19831216",   -1.80,    0.36,    0.58,   0.181
"19831223",    0.19,   -0.39,   -0.56,   0.181
"19831230",    0.85,   -0.33,    0.21,   0.181
"19840106",    2.65,    0.15,   -0.34,   0.189
"19840113",   -1.17,    1.34,    2.00,   0.189
"19840120",   -0.87,    0.37,    0.85,   0.189
"19840127",   -1.91,   -0.97,    3.53,   0.189
"19840203",   -2.26,   -1.01,    2.15,   0.178
"19840210",   -3.27,   -1.28,    1.08,   0.178
"19840217",   -0.68,   -0.37,    0.62,   0.178
"19840224",    0.65,   -1.13,   -0.13,   0.178
"19840302",    1.30,    0.59,    0.95,   0.182
"19840309",   -3.04,    1.41,    1.45,   0.182
"19840316",    2.79,   -1.00,   -2.18,   0.182
"19840323",   -1.68,    0.80,    1.21,   0.182
"19840330",    1.25,   -1.05,    0.11,   0.182
"19840406",   -2.63,    0.04,    1.85,   0.203
"19840413",    0.80,   -0.97,    0.14,   0.203
"19840419",    0.28,    0.11,   -0.40,   0.203
"19840427",    0.97,   -0.48,   -0.30,   0.203
"19840504",    0.11,    1.27,   -0.42,   0.195
"19840511",   -0.46,   -0.22,    0.04,   0.195
"19840518",   -2.12,   -0.08,    0.78,   0.195
"19840525",   -2.96,   -0.85,    0.57,   0.195
"19840601",    0.95,   -0.53,   -1.43,   0.188
"19840608",    1.25,    0.47,   -1.24,   0.188
"19840615",   -3.30,    1.41,    0.41,   0.188
"19840622",    3.01,   -2.12,   -1.95,   0.188
"19840629",   -0.73,    0.39,    0.72,   0.188
"19840706",   -0.78,   -0.02,    0.81,   0.204
"19840713",   -1.11,    0.09,    0.96,   0.204
"19840720",   -1.33,   -0.55,    1.78,   0.204
"19840727",    0.62,   -1.99,   -1.99,   0.204
"19840803",    7.19,   -1.16,   -5.62,   0.207
"19840810",    2.07,    0.03,    0.36,   0.207
"19840817",   -0.90,    0.62,    0.94,   0.207
"19840824",    1.71,   -0.36,    0.59,   0.207
"19840831",   -0.41,    0.73,    0.73,   0.207
"19840907",   -1.25,    0.63,    0.93,   0.214
"19840914",    2.24,   -1.18,    0.07,   0.214
"19840921",   -1.55,    1.37,    2.27,   0.214
"19840928",   -0.20,   -0.68,    2.02,   0.214
"19841005",   -2.18,    0.68,    1.41,   0.248
"19841012",    0.69,   -0.78,    0.28,   0.248
"19841019",    2.06,   -0.64,   -2.44,   0.248
"19841026",   -1.79,    0.31,    1.31,   0.248
"19841102",    1.10,   -1.12,    0.52,   0.183
"19841109",    0.22,    0.34,    1.04,   0.183
"19841116",   -2.09,    0.24,    0.84,   0.183
"19841123",    1.12,   -1.51,    0.24,   0.183
"19841130",   -1.81,    0.59,    1.47,   0.183
"19841207",   -0.99,   -0.59,    1.21,   0.160
"19841214",    0.25,   -0.10,   -0.63,   0.160
"19841221",    1.80,   -0.24,   -0.77,   0.160
"19841228",    0.29,    0.29,    0.23,   0.160
"19850104",   -1.26,    1.72,    0.01,   0.161
"19850111",    2.46,   -0.34,   -0.91,   0.161
"19850118",    2.26,    1.46,   -1.36,   0.161
"19850125",    3.40,   -0.30,   -2.50,   0.161
"19850201",    0.83,    0.89,   -0.05,   0.144
"19850208",    2.42,    0.77,   -1.02,   0.144
"19850215",   -0.23,    0.69,    0.73,   0.144
"19850222",   -1.08,    0.25,    0.30,   0.144
"19850301",    1.63,   -1.48,   -0.79,   0.154
"19850308",   -2.10,    1.18,    1.94,   0.154
"19850315",   -1.38,    0.06,    1.35,   0.154
"19850322",    0.81,   -1.51,    0.02,   0.154
"19850329",    0.81,   -0.68,    1.11,   0.154
"19850404",   -0.96,    0.30,    0.94,   0.179
"19850412",    0.76,   -0.09,    0.47,   0.179
"19850419",    0.19,    0.07,    0.53,   0.179
"19850426",    0.35,   -0.38,    0.59,   0.179
"19850503",   -1.31,   -0.16,    1.88,   0.165
"19850510",    2.48,   -0.46,   -1.38,   0.165
"19850517",    1.57,   -0.46,   -0.01,   0.165
"19850524",    0.36,   -0.31,   -0.47,   0.165
"19850531",    0.45,   -0.51,    0.33,   0.165
"19850607",    0.31,    0.13,   -0.47,   0.138
"19850614",   -1.34,    0.38,    2.18,   0.138
"19850621",    0.89,   -0.58,    0.51,   0.138
"19850628",    1.43,    0.49,   -1.85,   0.138
"19850705",    0.45,    0.63,    0.24,   0.156
"19850712",    0.43,    0.49,    0.43,   0.156
"19850719",    0.92,    1.34,   -0.98,   0.156
"19850726",   -1.73,    0.75,   -1.40,   0.156
"19850802",   -0.42,    0.17,   -0.29,   0.137
"19850809",   -1.56,   -0.55,    0.81,   0.137
"19850816",   -1.07,    0.11,    0.96,   0.137
"19850823",    0.36,   -0.20,    0.64,   0.137
"19850830",    0.77,   -0.13,    0.22,   0.137
"19850906",   -0.42,   -0.36,   -0.11,   0.151
"19850913",   -3.05,   -0.29,    0.19,   0.151
"19850920",   -0.56,   -0.30,    0.40,   0.151
"19850926",   -0.83,   -0.42,    0.73,   0.151
"19851004",    0.80,   -0.56,    1.62,   0.162
"19851011",    0.52,   -0.40,   -0.17,   0.162
"19851018",    1.52,   -0.09,   -1.34,   0.162
"19851025",    0.14,   -0.18,    0.52,   0.162
"19851101",    1.87,   -0.88,    0.07,   0.152
"19851108",    1.54,    0.22,   -0.63,   0.152
"19851115",    2.08,   -0.22,   -0.50,   0.152
"19851122",    1.59,    0.16,   -0.72,   0.152
"19851129",    0.34,    0.34,   -0.74,   0.152
"19851206",    0.35,    0.48,   -0.88,   0.162
"19851213",    3.19,   -1.27,   -1.66,   0.162
"19851220",    0.11,   -0.34,    1.11,   0.162
"19851227",   -0.57,    0.72,   -0.23,   0.162
"19860103",    0.59,    0.64,    0.66,   0.139
"19860110",   -2.05,    0.49,    0.54,   0.139
"19860117",    1.36,    0.84,   -0.08,   0.139
"19860124",   -0.82,    0.51,   -0.19,   0.139
"19860131",    2.26,   -1.44,   -0.26,   0.139
"19860207",    1.51,   -0.15,   -1.91,   0.132
"19860214",    2.31,   -0.72,    0.30,   0.132
"19860221",    2.02,   -0.29,   -0.15,   0.132
"19860228",    1.09,    0.46,    1.00,   0.132
"19860307",   -0.19,    1.56,    0.05,   0.149
"19860314",    4.03,   -2.08,   -0.50,   0.149
"19860321",   -0.90,    1.71,    0.06,   0.149
"19860327",    1.80,   -2.01,    0.12,   0.149
"19860404",   -3.50,    2.37,    0.34,   0.130
"19860411",    2.68,   -1.18,   -1.27,   0.130
"19860418",    2.65,    0.12,   -1.46,   0.130
"19860425",   -0.27,    0.88,   -1.06,   0.130
"19860502",   -2.94,    0.67,    0.70,   0.123
"19860509",    1.36,    0.11,    0.67,   0.123
"19860516",   -1.85,    0.81,    0.17,   0.123
"19860523",    3.10,   -1.87,   -0.60,   0.123
"19860530",    2.20,   -0.36,   -0.79,   0.123
"19860606",   -0.70,    0.72,   -0.32,   0.131
"19860613",   -0.03,   -0.18,   -0.09,   0.131
"19860620",    0.07,   -1.66,    1.10,   0.131
"19860627",    1.17,    0.12,    0.63,   0.131
"19860703",    1.08,    0.12,   -0.56,   0.130
"19860711",   -3.90,   -0.45,    3.17,   0.130
"19860718",   -2.47,   -0.55,    1.91,   0.130
"19860725",    1.17,   -2.05,    0.18,   0.130
"19860801",   -2.36,   -0.25,    0.78,   0.115
"19860808",    0.48,   -1.56,    1.53,   0.115
"19860815",    4.14,   -1.20,   -0.73,   0.115
"19860822",    0.95,   -1.04,    1.52,   0.115
"19860829",    0.82,   -0.58,    0.51,   0.115
"19860905",   -1.18,    0.74,    0.85,   0.112
"19860912",   -7.95,    1.26,    1.47,   0.112
"19860919",    0.46,   -0.66,    0.47,   0.112
"19860926",    0.38,    0.81,    0.42,   0.112
"19861003",    0.50,   -0.29,    0.12,   0.116
"19861010",    0.54,   -0.71,   -0.11,   0.116
"19861017",    1.11,   -0.54,   -0.88,   0.116
"19861024",   -0.10,    0.17,   -0.26,   0.116
"19861031",    2.08,   -0.84,    0.10,   0.116
"19861107",    0.77,   -0.29,    0.32,   0.097
"19861114",   -0.68,    0.37,    0.57,   0.097
"19861121",   -0.05,   -1.66,   -0.02,   0.097
"19861128",    1.13,   -0.39,   -0.88,   0.097
"19861205",    0.78,   -0.63,   -0.84,   0.122
"19861212",   -1.68,   -0.07,    0.91,   0.122
"19861219",    0.31,   -0.75,    0.14,   0.122
"19861226",   -0.94,    0.10,    0.25,   0.122
"19870102",   -0.06,    1.17,   -0.24,   0.104
"19870109",    5.51,    1.05,   -1.79,   0.104
"19870116",    2.43,   -0.26,   -0.54,   0.104
"19870123",    1.06,   -1.47,   -0.81,   0.104
"19870130",    1.09,   -0.67,    0.18,   0.104
"19870206",    2.66,    1.81,   -0.98,   0.108
"19870213",    0.03,    1.32,   -2.32,   0.108
"19870220",    1.74,   -1.09,   -0.41,   0.108
"19870227",   -0.08,    1.30,   -2.01,   0.108
"19870306",    1.81,   -0.64,    0.34,   0.117
"19870313",   -0.07,    1.10,   -0.09,   0.117
"19870320",    2.12,   -0.95,   -0.05,   0.117
"19870327",   -0.65,    0.40,    0.85,   0.117
"19870403",    0.77,   -0.80,   -0.40,   0.111
"19870410",   -2.54,    1.37,   -0.30,   0.111
"19870416",   -2.08,   -0.74,    0.51,   0.111
"19870424",   -1.87,    0.29,    0.08,   0.111
"19870501",    1.92,   -1.44,    0.51,   0.094
"19870508",    1.63,   -0.40,    0.88,   0.094
"19870515",   -1.92,    1.34,   -0.24,   0.094
"19870522",   -2.18,   -0.52,   -0.05,   0.094
"19870529",    2.77,   -1.05,   -0.64,   0.094
"19870605",    1.03,   -0.52,    0.06,   0.120
"19870612",    2.44,   -1.46,   -0.30,   0.120
"19870619",    1.39,   -0.85,    0.09,   0.120
"19870626",   -0.04,   -0.29,    0.10,   0.120
"19870702",   -0.64,    0.65,    0.88,   0.114
"19870710",    0.68,    0.06,    1.24,   0.114
"19870717",    1.69,   -0.03,    0.25,   0.114
"19870724",   -1.65,    0.48,   -0.22,   0.114
"19870731",    2.68,   -1.10,   -0.68,   0.114
"19870807",    1.50,   -0.01,   -0.77,   0.118
"19870814",    3.00,   -2.27,    0.77,   0.118
"19870821",    0.48,    0.06,   -0.83,   0.118
"19870828",   -2.17,    1.71,   -0.26,   0.118
"19870904",   -2.88,    1.75,    0.13,   0.113
"19870911",    1.17,   -1.23,   -1.18,   0.113
"19870918",   -2.04,    1.02,    0.67,   0.113
"19870925",    1.29,   -1.40,    0.34,   0.113
"19871002",    2.31,   -0.88,   -0.08,   0.149
"19871009",   -4.68,    1.47,    0.89,   0.149
"19871016",   -8.82,    0.58,    2.18,   0.149
"19871023",  -13.86,   -6.92,    4.24,   0.149
"19871030",    0.83,   -4.00,   -2.07,   0.149
"19871106",   -0.28,    1.33,    1.50,   0.086
"19871113",   -1.69,    0.86,    0.14,   0.086
"19871120",   -1.79,   -1.22,    0.87,   0.086
"19871127",   -0.21,    1.43,   -0.15,   0.086
"19871204",   -7.06,   -0.65,    2.55,   0.098
"19871211",    4.47,   -2.28,   -2.70,   0.098
"19871218",    6.02,    2.53,   -3.49,   0.098
"19871224",    1.31,    0.29,   -0.19,   0.098
"19871231",   -1.76,    1.04,   -0.06,   0.098
"19880108",   -0.32,    3.10,    1.67,   0.073
"19880115",    2.60,   -2.94,    0.11,   0.073
"19880122",   -1.74,    1.13,    2.30,   0.073
"19880129",    3.70,   -2.21,    0.84,   0.073
"19880205",   -1.42,    2.05,    1.43,   0.114
"19880212",    2.29,    0.04,   -1.36,   0.114
"19880219",    1.32,   -0.22,   -0.39,   0.114
"19880226",    0.71,    1.77,   -0.85,   0.114
"19880304",    1.98,    0.75,   -0.96,   0.110
"19880311",   -0.65,    2.43,    0.17,   0.110
"19880318",    2.02,   -0.64,   -0.11,   0.110
"19880325",   -3.84,    2.41,    0.74,   0.110
"19880331",   -0.01,    0.52,    0.45,   0.110
"19880408",    3.33,   -2.06,    0.34,   0.115
"19880415",   -3.26,    1.33,    0.78,   0.115
"19880422",   -0.08,    0.33,    0.62,   0.115
"19880429",    0.67,    1.25,   -0.12,   0.115
"19880506",   -1.14,    1.13,    0.69,   0.126
"19880513",   -0.60,   -1.19,    1.22,   0.126
"19880520",   -1.47,   -0.26,    0.49,   0.126
"19880527",    0.26,   -0.28,    0.27,   0.126
"19880603",    4.41,   -2.31,   -0.38,   0.121
"19880610",    1.84,    0.46,   -0.47,   0.121
"19880617",   -0.15,    0.30,    0.43,   0.121
"19880624",    1.19,    0.11,    0.07,   0.121
"19880701",   -0.32,    1.93,   -0.35,   0.127
"19880708",   -0.63,    0.57,    0.49,   0.127
"19880715",    0.34,   -0.29,    0.21,   0.127
"19880722",   -2.84,    1.57,    1.35,   0.127
"19880729",    2.30,   -2.58,    0.17,   0.127
"19880805",   -0.08,    0.13,    0.59,   0.148
"19880812",   -2.99,    0.65,    0.66,   0.148
"19880819",   -0.65,   -0.06,    0.14,   0.148
"19880826",   -0.42,   -0.50,    0.61,   0.148
"19880902",    1.50,   -1.02,    0.38,   0.154
"19880909",    0.94,    0.27,   -1.07,   0.154
"19880916",    1.02,   -0.59,    0.16,   0.154
"19880923",   -0.21,    0.12,   -0.12,   0.154
"19880930",    0.68,   -0.16,    0.15,   0.154
"19881007",    1.59,   -2.06,    0.15,   0.152
"19881014",   -0.92,    0.50,    0.35,   0.152
"19881021",    2.14,   -1.72,   -0.35,   0.152
"19881028",   -1.72,    0.33,    1.41,   0.152
"19881104",   -0.59,   -0.07,    0.64,   0.141
"19881111",   -2.80,    1.15,    0.34,   0.141
"19881118",   -0.95,   -1.11,    0.26,   0.141
"19881125",    0.06,   -0.72,    0.90,   0.141
"19881202",    1.67,   -0.16,   -1.45,   0.158
"19881209",    1.46,   -0.81,    0.24,   0.158
"19881216",   -0.40,    0.62,    0.10,   0.158
"19881223",    0.53,   -0.26,   -0.64,   0.158
"19881230",    0.21,    1.46,   -0.55,   0.158
"19890106",    0.94,    0.59,    0.92,   0.138
"19890113",    0.84,   -0.70,    0.44,   0.138
"19890120",    0.86,   -0.07,    0.26,   0.138
"19890127",    2.15,   -1.49,   -0.61,   0.138
"19890203",    1.20,    0.80,   -1.38,   0.153
"19890210",   -1.31,    1.04,    1.23,   0.153
"19890217",    1.46,   -0.35,   -0.16,   0.153
"19890224",   -2.83,    1.23,    0.44,   0.153
"19890303",    1.21,   -0.05,    0.25,   0.167
"19890310",    0.51,    0.48,    0.03,   0.167
"19890317",   -0.39,   -0.41,    0.33,   0.167
"19890323",   -1.24,    0.93,    0.24,   0.167
"19890331",    1.76,   -0.67,   -0.15,   0.167
"19890407",    0.77,   -0.01,   -0.34,   0.168
"19890414",    1.15,    0.09,   -0.56,   0.168
"19890421",    2.08,   -1.43,   -0.05,   0.168
"19890428",    0.26,    0.76,   -0.38,   0.168
"19890505",   -0.42,    1.29,   -0.45,   0.196
"19890512",    1.57,   -1.15,   -0.81,   0.196
"19890519",    2.06,   -1.03,   -0.05,   0.196
"19890526",    0.25,    0.36,    0.26,   0.196
"19890602",    1.17,    0.08,    0.18,   0.177
"19890609",    0.35,   -0.15,    0.07,   0.177
"19890616",   -1.72,    0.65,    0.96,   0.177
"19890623",    1.45,   -1.63,   -0.47,   0.177
"19890630",   -2.85,    0.47,    1.62,   0.177
"19890707",    1.89,   -0.54,   -0.49,   0.173
"19890714",    1.75,   -0.86,    0.09,   0.173
"19890721",    0.80,   -0.25,   -1.18,   0.173
"19890728",    1.54,   -1.33,   -1.18,   0.173
"19890804",    0.61,    0.02,    0.72,   0.184
"19890811",    0.41,    0.58,    0.27,   0.184
"19890818",    0.03,   -0.68,   -0.13,   0.184
"19890825",    1.08,   -0.53,   -0.59,   0.184
"19890901",    0.76,   -0.10,    0.50,   0.163
"19890908",   -1.19,    1.33,    0.38,   0.163
"19890915",   -1.29,   -0.27,    0.03,   0.163
"19890922",    0.46,   -0.58,   -0.39,   0.163
"19890929",    0.65,    0.15,   -1.29,   0.163
"19891006",    2.47,   -1.37,   -0.50,   0.169
"19891013",   -6.49,    2.36,    0.67,   0.169
"19891020",    2.94,   -3.26,   -1.80,   0.169
"19891027",   -3.60,   -0.17,    0.58,   0.169
"19891103",    0.70,   -0.63,    0.43,   0.171
"19891110",    0.32,   -0.16,   -1.05,   0.171
"19891117",    0.56,   -0.49,   -0.31,   0.171
"19891124",    0.32,   -0.72,   -0.49,   0.171
"19891201",    1.41,   -1.43,    0.19,   0.151
"19891208",   -0.52,    0.33,    0.34,   0.151
"19891215",   -0.24,   -1.65,    0.41,   0.151
"19891222",   -0.78,   -0.21,    0.17,   0.151
"19891229",    1.62,    0.11,   -0.67,   0.151
"19900105",   -0.23,    1.26,   -0.86,   0.141
"19900112",   -3.56,    0.52,    0.65,   0.141
"19900119",   -0.47,   -0.37,   -0.31,   0.141
"19900126",   -4.21,   -0.30,    0.90,   0.141
"19900202",    1.22,   -1.69,   -0.10,   0.142
"19900209",    1.06,    0.68,   -0.42,   0.142
"19900216",   -0.32,    0.05,    0.61,   0.142
"19900223",   -2.48,    0.64,    1.29,   0.142
"19900302",    3.16,   -1.46,   -0.68,   0.161
"19900309",    0.77,    1.03,   -1.31,   0.161
"19900316",    0.83,    0.08,   -0.89,   0.161
"19900323",   -1.41,    0.95,   -0.56,   0.161
"19900330",    0.51,   -0.42,    0.28,   0.161
"19900406",   -0.25,   -0.76,   -1.13,   0.171
"19900412",    1.05,   -0.93,   -1.12,   0.171
"19900420",   -2.69,    0.99,    0.26,   0.171
"19900427",   -1.92,    0.45,    0.01,   0.171
"19900504",    2.48,   -1.26,   -0.96,   0.169
"19900511",    3.46,   -2.26,   -0.08,   0.169
"19900518",    0.86,    0.47,   -0.97,   0.169
"19900525",    0.26,    1.07,   -1.57,   0.169
"19900601",    2.00,   -0.88,   -0.52,   0.156
"19900608",   -1.00,    0.76,    0.91,   0.156
"19900615",    0.86,    0.18,   -1.65,   0.156
"19900622",   -1.94,    0.54,   -0.38,   0.156
